Delta Mass,USI,Charge,Cosine,Matching Peaks,Dataset,Status
0,mzspec:MSV000084900:ccms_peak/Global_Foodomics_composite_data_2020/MSV000083010_core/G73659_5x_BC7_01_18290.mzML:scan:77,1,0.96,4,MSV000084900,NoID
-0.99,mzspec:ST002051:Tz_Bz_Comp/0424_PP_Tachy_Tubes_4.mzML:scan:5506,1,0.96,2,ST002051,NoID
-0.99,mzspec:ST002051:Tz_Bz_Comp/0427_PP_Tachy_Tubes_2.mzML:scan:5542,1,0.96,2,ST002051,NoID
-0.99,mzspec:ST002051:Tz_Bz_Comp/0427_PP_Cysten_T1_3.mzML:scan:5674,1,0.96,2,ST002051,NoID
0.04,mzspec:MSV000080930:raw/raw/MTBLS126/Mouse 23 Dorsal skin EtOH RESV POS.mzML:scan:302,1,0.96,2,MSV000080930,NoID
-0.99,mzspec:ST003483:Extracellular/d7-B5.mzXML:scan:3472,1,0.96,2,ST003483,NoID
1,mzspec:MSV000095423:peak/all_files_mzML/LC1_1to100/Reaction_mix_KV5_LC1.mzML:scan:409,1,0.96,4,MSV000095423,NoID
-0.99,mzspec:ST002051:Tz_Bz_Comp/0424_PP_Cysten_T1_1.mzML:scan:5589,1,0.96,2,ST002051,NoID
0.04,mzspec:MSV000080930:raw/raw/MTBLS126/Mouse 12 Dorsal skin Ma RESV POS.mzML:scan:298,1,0.96,2,MSV000080930,NoID
-1,mzspec:MSV000084900:ccms_peak/Global_Foodomics_composite_data_2020/Italy_2018/MSV000082069_plate_1/G87341_RF9_01_26183.mzML:scan:883,1,0.96,2,MSV000084900,NoID
-0.99,mzspec:MSV000082388:ccms_peak/data_mzxml_tea_leaf/Controls/Solvent_Blank_11_BC1_01_32054.mzML:scan:42,1,0.96,4,MSV000082388,NoID
-1,mzspec:MSV000082069:ccms_peak/data_mzxml/Samples/G87341_RF9_01_26183.mzML:scan:883,1,0.96,2,MSV000082069,NoID
0.01,mzspec:MSV000084900:ccms_peak/Global_Foodomics_composite_data_2020/Italy_2018/MSV000082069_plate_1/G87392_RF6_01_26179.mzML:scan:731,1,0.96,2,MSV000084900,NoID
0.04,mzspec:MTBLS126:FILES/Mouse 12 Dorsal skin Ma RESV POS.mzML:scan:298,1,0.96,2,MTBLS126,NoID
-0.99,mzspec:ST002051:Tz_Bz_Comp/0427_PP_Tachy_Tubes_T1_4.mzML:scan:5454,1,0.96,2,ST002051,NoID
0.01,mzspec:MSV000082069:ccms_peak/data_mzxml/Samples/G87392_RF6_01_26179.mzML:scan:731,1,0.96,2,MSV000082069,NoID
-0.99,mzspec:MSV000083538:ccms_peak/Urine_StrokeDrugs_53_T10_POS.mzML:scan:5696,1,0.96,3,MSV000083538,NoID
-1,mzspec:MSV000092571:peak/mzML/P7_B3_A41_1_UinvG.mzML:scan:176,1,0.96,4,MSV000092571,NoID
0.04,mzspec:MSV000080930:raw/raw/MTBLS126/Mouse 18 Dorsal skin CMC RESV POS.mzML:scan:302,1,0.96,2,MSV000080930,NoID
0.04,mzspec:MTBLS126:FILES/Mouse 18 Dorsal skin CMC RESV POS.mzML:scan:302,1,0.96,2,MTBLS126,NoID
0,mzspec:MSV000094135:peak/mzML/G2_QE2.mzML:scan:255,1,0.96,3,MSV000094135,NoID
-1,mzspec:MSV000088335:ccms_peak/G87341_RF9_01_26183.mzML:scan:883,1,0.96,2,MSV000088335,NoID
-0.99,mzspec:MSV000083526:ccms_peak/Urine_StrokeDrugs_53_T10_POS.mzML:scan:5696,1,0.96,3,MSV000083526,NoID
-0.99,mzspec:ST002051:Tz_Bz_Comp/0427_PP_Tachy_Tubes_1.mzML:scan:5514,1,0.96,2,ST002051,NoID
-0.99,mzspec:ST002051:Tz_Bz_Comp/0424_PP_Tachy_Tubes_T1_3.mzML:scan:5542,1,0.96,2,ST002051,NoID
0,mzspec:MSV000083010:ccms_peak/Samples/G72656_5x_BE3_01_18314.mzML:scan:85,1,0.96,4,MSV000083010,NoID
0.04,mzspec:MSV000080930:raw/raw/MTBLS126/Mouse 3 Dorsal skin HO control POS.mzML:scan:306,1,0.96,2,MSV000080930,NoID
-0.99,mzspec:ST002051:Tz_Bz_Comp/0427_PP_Tachy_Tubes_T1_2.mzML:scan:5518,1,0.96,2,ST002051,NoID
0.04,mzspec:MTBLS126:FILES/Mouse 23 Dorsal skin EtOH RESV POS.mzML:scan:302,1,0.96,2,MTBLS126,NoID
-0.99,mzspec:ST002051:Tz_Bz_Comp/0424_PP_Tachy_Tubes_3.mzML:scan:5482,1,0.96,2,ST002051,NoID
-0.99,mzspec:ST002051:Tz_Bz_Comp/0427_PP_Tachy_Tubes_T1_1.mzML:scan:5534,1,0.96,2,ST002051,NoID
-0.99,mzspec:ST002051:Tz_Bz_Comp/0427_PP_Cysten_T1_4.mzML:scan:5630,1,0.96,2,ST002051,NoID
0,mzspec:MSV000082074:ccms_peak/Samples/G73649_5x_BA8_01_18263.mzML:scan:84,1,0.96,4,MSV000082074,NoID
0.04,mzspec:MSV000080930:raw/raw/MTBLS126/Mouse 15 Dorsal skin CMC control POS.mzML:scan:300,1,0.96,2,MSV000080930,NoID
0.04,mzspec:MTBLS126:FILES/Mouse 3 Dorsal skin HO control POS.mzML:scan:306,1,0.96,2,MTBLS126,NoID
0,mzspec:MSV000095423:peak/all_files_mzML/LC1_1to100/Reaction_mix_pool_all_100H2O_LC1.mzML:scan:549,1,0.96,3,MSV000095423,NoID
0.04,mzspec:MTBLS126:FILES/Mouse 15 Dorsal skin CMC control POS.mzML:scan:300,1,0.96,2,MTBLS126,NoID
0,mzspec:MSV000089491:ccms_peak/amidation mzXMLs/amidation_C4_0_BA3_01_63074.mzML:scan:134,1,0.96,4,MSV000089491,NoID
-0.99,mzspec:MSV000082069:ccms_peak/data_mzxml/Samples/G87341_RF9_01_26183.mzML:scan:1103,1,0.96,2,MSV000082069,NoID
0,mzspec:MSV000083010:ccms_peak/Samples/G73649_5x_BA8_01_18263.mzML:scan:84,1,0.96,4,MSV000083010,NoID
0,mzspec:MSV000084900:ccms_peak/Global_Foodomics_composite_data_2020/MSV000083010_core/G72656_5x_BE3_01_18314.mzML:scan:85,1,0.96,4,MSV000084900,NoID
0,mzspec:MSV000081657:ccms_peak/data_mzxml/Samples/G72656_5x_BE3_01_18314.mzML:scan:85,1,0.96,4,MSV000081657,NoID
0,mzspec:MSV000082074:ccms_peak/Samples/G72656_5x_BE3_01_18314.mzML:scan:85,1,0.96,4,MSV000082074,NoID
0,mzspec:MSV000083010:ccms_peak/Samples/G72668_5x_BH6_01_18404.mzML:scan:78,1,0.96,4,MSV000083010,NoID
-1,mzspec:MSV000095220:peak/Tau_reaction.mzML:scan:161,1,0.96,2,MSV000095220,NoID
0,mzspec:MSV000095423:updates/2024-07-24_helenamrusso_d8d86449/peak/LC1_5to100/Reaction_mix_KV5.mzML:scan:286,1,0.96,4,MSV000095423,NoID
0,mzspec:MSV000095423:peak/all_files_mzML/LC1_1to100_spiking/Salmonella_infection_cecum_27_spike_low_LC1.mzML:scan:513,1,0.96,5,MSV000095423,NoID
0,mzspec:MSV000095423:updates/2024-07-24_helenamrusso_d8d86449/peak/LC1_5to100/DeadBody_Plate7_54968_GA2_01_27015.mzML:scan:394,1,0.96,4,MSV000095423,NoID
1.03,mzspec:MSV000095423:peak/all_files_mzML/LC1_1to100_spiking/DeadBody_Plate7_54608_Skin_GG3_spike_high_LC1.mzML:scan:514,1,0.96,5,MSV000095423,NoID
-0.99,mzspec:MSV000083538:ccms_peak/Urine_StrokeDrugs_38_T10_POS.mzML:scan:5947,1,0.96,2,MSV000083538,NoID
0,mzspec:MSV000095423:peak/all_files_mzML/LC2_1to100/DeadBody_Plate7_54788_GG4_01_27102_LC2.mzML:scan:516,1,0.96,4,MSV000095423,NoID
0,mzspec:MSV000095423:peak/all_files_mzML/LC2_1to100_spiking/HNRC_P4_D5_Sample_X3143542_100H2O_spike_high_LC2.mzML:scan:543,1,0.96,4,MSV000095423,NoID
0,mzspec:MSV000095423:peak/all_files_mzML/LC2_1to100/Reaction_mix_KV1-C4_LC2.mzML:scan:388,1,0.96,4,MSV000095423,NoID
-0.99,mzspec:MSV000083014:peak/Solvent_blank/Solvent_Blank_11_BC1_01_32054.mzXML:scan:42,1,0.96,4,MSV000083014,NoID
0,mzspec:MSV000095423:peak/all_files_mzML/LC2_1to100_spiking/Monocultures_AF1_D9_plate2_spike_high_LC2.mzML:scan:528,1,0.96,4,MSV000095423,NoID
0,mzspec:MSV000095423:peak/all_files_mzML/LC2_1to100/Reaction_mix_KV1-C4_LC2.mzML:scan:308,1,0.96,4,MSV000095423,NoID
0,mzspec:MSV000095423:peak/all_files_mzML/LC2_1to100/DeadBody_Plate7_54968_GA2_01_27015_LC2.mzML:scan:526,1,0.96,4,MSV000095423,NoID
0,mzspec:MSV000095423:peak/all_files_mzML/LC1_1to100/Reaction_mix_pool_all_50MeOH_LC1.mzML:scan:441,1,0.96,4,MSV000095423,NoID
-0.99,mzspec:MSV000083526:ccms_peak/Urine_StrokeDrugs_38_T10_POS.mzML:scan:5947,1,0.96,2,MSV000083526,NoID
0,mzspec:MSV000095423:peak/all_files_mzML/LC2_1to100/DeadBody_Plate7_54970_GF6_01_27089_LC2.mzML:scan:609,1,0.96,4,MSV000095423,NoID
-0.99,mzspec:MTBLS3963:FILES/DERIVED_FILES/POS/Dec-Lys-1_POS.mzML:scan:4294967295,1,0.96,2,MTBLS3963,NoID
1.04,mzspec:MSV000095423:peak/all_files_mzML/LC2_1to100_spiking/DeadBody_Plate7_45500_Skin_GF4_spike_high_LC2.mzML:scan:495,1,0.96,5,MSV000095423,NoID
1.02,mzspec:MTBLS3306:FILES/DERIVED_FILES/POS/PTD2_pos-PTD2.mzML:scan:4294967295,1,0.96,2,MTBLS3306,NoID
0,mzspec:MSV000095423:updates/2024-07-24_helenamrusso_d8d86449/peak/LC1_5to100/reaction_pool_all.mzML:scan:302,1,0.96,4,MSV000095423,NoID
-1.02,mzspec:MSV000082268:peak/mzxml_files/samples/Plate6_BE5_01_24191.mzXML:scan:423,1,0.96,2,MSV000082268,NoID
0,mzspec:MSV000095423:peak/all_files_mzML/LC1_1to100_spiking/DeadBody_Plate7_60642_Skin_GA7_spike_high_LC1.mzML:scan:489,1,0.96,4,MSV000095423,NoID
-1.05,mzspec:ST002961:20210624_AJU_Y1_Metabolomics/blank_20210624.mzML:scan:823,1,0.96,2,ST002961,NoID
0,mzspec:MSV000095423:peak/all_files_mzML/LC2_1to100_spiking/HNRC_P3_E10_Sample_x3137731_100H2O_spike_low_LC2.mzML:scan:566,1,0.96,4,MSV000095423,NoID
0,mzspec:MSV000095423:peak/all_files_mzML/LC2_1to100_spiking/HNRC_P3_G2_Sample_X3148765_100H2O_spike_high_LC2.mzML:scan:547,1,0.96,4,MSV000095423,NoID
0,mzspec:MSV000095423:peak/all_files_mzML/LC2_1to100/Reaction_mix_KV5_LC2.mzML:scan:400,1,0.96,4,MSV000095423,NoID
-0.99,mzspec:MTBLS3963:FILES/DERIVED_FILES/POS/Dec-Arg-1_POS.mzML:scan:4294967295,1,0.96,2,MTBLS3963,NoID
-0.99,mzspec:MTBLS3963:FILES/DERIVED_FILES/POS/Dec-Lys-1_POS.mzML:scan:4294967295,1,0.96,2,MTBLS3963,NoID
0,mzspec:MSV000095423:peak/all_files_mzML/LC2_1to100_spiking/DeadBody_Plate7_60642_Skin_GA7_spike_high_LC2.mzML:scan:508,1,0.96,4,MSV000095423,NoID
0,mzspec:MSV000095423:peak/all_files_mzML/LC2_1to100_spiking/Salmonella_infection_cecum_16_spike_high_LC2.mzML:scan:495,1,0.96,4,MSV000095423,NoID
-0.99,mzspec:MTBLS3963:FILES/DERIVED_FILES/POS/Dec-Lys-6_POS.mzML:scan:4294967295,1,0.96,2,MTBLS3963,NoID
0,mzspec:MSV000095423:peak/all_files_mzML/LC1_1to100_spiking/HNRC_P4_D5_Sample_X3143542_100H2O_spike_high_LC1.mzML:scan:547,1,0.96,4,MSV000095423,NoID
0.04,mzspec:MTBLS3963:FILES/DERIVED_FILES/POS/Control-5_POS.mzML:scan:4294967295,1,0.96,2,MTBLS3963,NoID
0,mzspec:MSV000095423:peak/all_files_mzML/LC1_1to100/Reaction_mix_KV5_LC1.mzML:scan:483,1,0.96,4,MSV000095423,NoID
0,mzspec:MSV000095423:updates/2024-07-24_helenamrusso_d8d86449/peak/LC1_5to100/reaction_pool_all.mzML:scan:380,1,0.96,4,MSV000095423,NoID
0,mzspec:MSV000095423:peak/all_files_mzML/LC2_1to100_spiking/Salmonella_infection_cecum_25_spike_high_LC2.mzML:scan:506,1,0.96,4,MSV000095423,NoID
0,mzspec:MSV000095423:peak/all_files_mzML/LC1_1to100_spiking/Monocultures_CC1_B11_plate3_spike_high_LC1.mzML:scan:528,1,0.96,4,MSV000095423,NoID
-1,mzspec:ST003210:Single cells vs Cell clusters/MDA-MB-231_Single_cells-NPC-04.mzML:scan:5150,1,0.95,2,ST003210,NoID
-1,mzspec:ST003210:Single cells vs Cell clusters/MDA-MB-453_Cell_clusters-NPC-01.mzML:scan:5847,1,0.95,2,ST003210,NoID
-1,mzspec:ST003210:Single cells vs Cell clusters/MDA-MB-453_QCs-NPC-01.mzML:scan:5111,1,0.95,2,ST003210,NoID
-1,mzspec:ST003210:Single cells vs Cell clusters/MDA-MB-453_Cell_clusters-NPC-04.mzML:scan:5746,1,0.95,2,ST003210,NoID
0,mzspec:MSV000095654:raw/mzml/Cecum_22_HILICpos.mzML:scan:10119,1,0.95,4,MSV000095654,NoID
-0.99,mzspec:MTBLS307:FILES/Urine_19_Top10_POS.mzXML:scan:4436,1,0.95,3,MTBLS307,NoID
-1,mzspec:ST003210:Single cells vs Cell clusters/MDA-MB-231_QCs-NPC-05.mzML:scan:5109,1,0.95,2,ST003210,NoID
-1,mzspec:ST003210:Single cells vs Cell clusters/MDA-MB-231_Cell_clusters-NPC-10.mzML:scan:5204,1,0.95,2,ST003210,NoID
-1,mzspec:ST003210:Single cells vs Cell clusters/MDA-MB-231_Single_cells-NPC-08.mzML:scan:5483,1,0.95,2,ST003210,NoID
-1,mzspec:ST003210:Single cells vs Cell clusters/MDA-MB-231_Single_cells-NPC-03.mzML:scan:5247,1,0.95,2,ST003210,NoID
-1,mzspec:ST003210:Single cells vs Cell clusters/MDA-MB-231_Cell_clusters-NPC-04.mzML:scan:5151,1,0.95,2,ST003210,NoID
-1,mzspec:ST003210:Single cells vs Cell clusters/MDA-MB-453_Cell_clusters-NPC-10.mzML:scan:5468,1,0.95,2,ST003210,NoID
-1,mzspec:ST003210:Single cells vs Cell clusters/MDA-MB-231_Cell_clusters-NPC-07.mzML:scan:5176,1,0.95,2,ST003210,NoID
0,mzspec:MSV000095423:updates/2024-07-24_helenamrusso_d8d86449/peak/LC1_5to100/Reaction_mix_KV1-C4.mzML:scan:296,1,0.95,3,MSV000095423,NoID
0,mzspec:MSV000095423:peak/all_files_mzML/LC1_1to100/Reaction_mix_KV1-C4_LC1.mzML:scan:440,1,0.95,3,MSV000095423,NoID
-1,mzspec:ST003210:Single cells vs Cell clusters/MDA-MB-231_Cell_clusters-NPC-04.mzML:scan:5213,1,0.95,2,ST003210,NoID
-0.99,mzspec:MSV000081022:ccms_peak/peaks/Urine_87_Top10_POS.mzXML:scan:4516,1,0.95,3,MSV000081022,NoID
-0.99,mzspec:MSV000083528:ccms_peak/Urine_88_Top10_posneg.mzML:scan:3310,1,0.95,3,MSV000083528,NoID
-1,mzspec:ST003210:Single cells vs Cell clusters/MDA-MB-231_Cell_clusters-NPC-06.mzML:scan:5177,1,0.95,2,ST003210,NoID
-0.99,mzspec:MTBLS307:FILES/Urine_20_Top10_posneg_pos.mzXML:scan:3270,1,0.95,3,MTBLS307,NoID
0,mzspec:MSV000095423:peak/all_files_mzML/LC2_1to100_spiking/DeadBody_Plate7_60642_Skin_GA7_spike_low_LC2.mzML:scan:546,1,0.95,3,MSV000095423,NoID
-1,mzspec:ST003210:Single cells vs Cell clusters/MDA-MB-453_Single_cells-NPC-03.mzML:scan:5182,1,0.95,2,ST003210,NoID
-0.99,mzspec:MSV000083538:ccms_peak/Pooled_Urine_StrokeDrugs_24_POS.mzML:scan:5627,1,0.95,3,MSV000083538,NoID
-1,mzspec:ST003210:Single cells vs Cell clusters/MDA-MB-453_Single_cells-NPC-10.mzML:scan:5198,1,0.95,2,ST003210,NoID
-1,mzspec:ST003210:Single cells vs Cell clusters/MDA-MB-231_QCs-NPC-01.mzML:scan:5110,1,0.95,2,ST003210,NoID
-1,mzspec:ST003210:Single cells vs Cell clusters/MDA-MB-231_QCs-NPC-03.mzML:scan:5052,1,0.95,2,ST003210,NoID
-1,mzspec:ST003210:Single cells vs Cell clusters/MDA-MB-231_Single_cells-NPC-02.mzML:scan:5194,1,0.95,2,ST003210,NoID
-0.99,mzspec:MSV000083540:ccms_peak/Urine_20_Top10_posneg.mzML:scan:3270,1,0.95,3,MSV000083540,NoID
-0.99,mzspec:MSV000083540:ccms_peak/Urine_88_Top10_posneg.mzML:scan:3310,1,0.95,3,MSV000083540,NoID
-1,mzspec:ST003210:Single cells vs Cell clusters/MDA-MB-453_QCs-NPC-04.mzML:scan:5133,1,0.95,2,ST003210,NoID
-0.99,mzspec:MSV000083526:ccms_peak/Pooled_Urine_StrokeDrugs_24_POS.mzML:scan:5627,1,0.95,3,MSV000083526,NoID
-0.99,mzspec:MSV000083528:ccms_peak/Urine_20_Top10_posneg.mzML:scan:3270,1,0.95,3,MSV000083528,NoID
0,mzspec:MSV000095423:peak/all_files_mzML/LC1_1to100_spiking/DeadBody_Plate7_54608_Skin_GG3_spike_high_LC1.mzML:scan:505,1,0.95,3,MSV000095423,NoID
-1,mzspec:ST003210:Single cells vs Cell clusters/MDA-MB-231_QCs-NPC-04.mzML:scan:5088,1,0.95,2,ST003210,NoID
-1,mzspec:ST003210:Single cells vs Cell clusters/MDA-MB-453_QCs-NPC-03.mzML:scan:5066,1,0.95,2,ST003210,NoID
-1,mzspec:ST003210:Single cells vs Cell clusters/MDA-MB-231_Single_cells-NPC-05.mzML:scan:5178,1,0.95,2,ST003210,NoID
-1,mzspec:ST003210:Single cells vs Cell clusters/MDA-MB-231_Single_cells-NPC-05.mzML:scan:5337,1,0.95,2,ST003210,NoID
-0.99,mzspec:MSV000082971:ccms_peak/Urine_Hypertension_fragm_study/POS/Urine_88_Top10_posneg.mzML:scan:3310,1,0.95,3,MSV000082971,NoID
-0.99,mzspec:MSV000082971:ccms_peak/Urine_Hypertension_fragm_study/POS/Urine_20_Top10_posneg.mzML:scan:3270,1,0.95,3,MSV000082971,NoID
-0.99,mzspec:MSV000081022:ccms_peak/peaks/Urine_88_Top10_posneg_pos.mzXML:scan:3310,1,0.95,3,MSV000081022,NoID
-0.99,mzspec:MSV000081022:ccms_peak/peaks/Urine_20_Top10_posneg_pos.mzXML:scan:3270,1,0.95,3,MSV000081022,NoID
-0.98,mzspec:ST003210:Single cells vs Cell clusters/MDA-MB-453_Cell_clusters-NPC-06.mzML:scan:5580,1,0.95,2,ST003210,NoID
-1,mzspec:ST003210:Single cells vs Cell clusters/MDA-MB-453_Single_cells-NPC-07.mzML:scan:5255,1,0.95,2,ST003210,NoID
0,mzspec:MSV000095423:updates/2024-07-24_helenamrusso_d8d86449/peak/LC1_5to100/Reaction_mix_pool.mzML:scan:301,1,0.95,3,MSV000095423,NoID
0.01,mzspec:MSV000083010:ccms_peak/Samples/G79551_p14_h10_GB4_01_21640.mzML:scan:754,1,0.95,2,MSV000083010,NoID
0,mzspec:MSV000095423:peak/all_files_mzML/LC2_1to100/Reaction_mix_KV5_LC2.mzML:scan:475,1,0.95,4,MSV000095423,NoID
-0.99,mzspec:MSV000083540:ccms_peak/Pooled_Urine_5_posneg_b.mzML:scan:3226,1,0.95,3,MSV000083540,NoID
-0.99,mzspec:MTBLS6580:FILES/DERIVED_FILES/Assay1/POS/FRAG_POS_1309.mzML:scan:4078,1,0.95,3,MTBLS6580,NoID
-1,mzspec:ST003210:Single cells vs Cell clusters/MDA-MB-231_Single_cells-NPC-07.mzML:scan:5129,1,0.95,2,ST003210,NoID
-1,mzspec:ST003210:Single cells vs Cell clusters/MDA-MB-453_Single_cells-NPC-06.mzML:scan:5325,1,0.95,2,ST003210,NoID
-1,mzspec:ST003210:Single cells vs Cell clusters/MDA-MB-231_Cell_clusters-NPC-09.mzML:scan:5126,1,0.95,2,ST003210,NoID
-0.98,mzspec:ST003210:Single cells vs Cell clusters/MDA-MB-231_Cell_clusters-NPC-09.mzML:scan:5243,1,0.95,2,ST003210,NoID
-1,mzspec:ST003210:Single cells vs Cell clusters/MDA-MB-231_Cell_clusters-NPC-09.mzML:scan:5255,1,0.95,2,ST003210,NoID
-1,mzspec:ST003210:Single cells vs Cell clusters/MDA-MB-231_Cell_clusters-NPC-01.mzML:scan:5004,1,0.95,2,ST003210,NoID
-1,mzspec:ST003210:Single cells vs Cell clusters/MDA-MB-453_QCs-NPC-04.mzML:scan:5200,1,0.95,2,ST003210,NoID
-1,mzspec:ST003210:Single cells vs Cell clusters/MDA-MB-231_QCs-NPC-04.mzML:scan:5160,1,0.95,2,ST003210,NoID
0,mzspec:MSV000095423:updates/2024-07-24_helenamrusso_d8d86449/peak/LC1_5to100/DeadBody_Plate6_45952_GB11_01_26727.mzML:scan:397,1,0.95,4,MSV000095423,NoID
-1,mzspec:ST003210:Single cells vs Cell clusters/MDA-MB-453_Cell_clusters-NPC-08.mzML:scan:5666,1,0.95,2,ST003210,NoID
-1,mzspec:ST003210:Single cells vs Cell clusters/MDA-MB-453_Cell_clusters-NPC-10.mzML:scan:5406,1,0.95,2,ST003210,NoID
-0.99,mzspec:ST003210:Single cells vs Cell clusters/MDA-MB-231_Single_cells-NPC-04.mzML:scan:5085,1,0.95,2,ST003210,NoID
-1,mzspec:ST003210:Single cells vs Cell clusters/MDA-MB-231_Single_cells-NPC-10.mzML:scan:5335,1,0.95,2,ST003210,NoID
-1,mzspec:ST003210:Single cells vs Cell clusters/MDA-MB-231_Single_cells-NPC-09.mzML:scan:5626,1,0.95,2,ST003210,NoID
-0.99,mzspec:MTBLS601:FILES/liver78_3.mzXML:scan:11113,1,0.95,3,MTBLS601,NoID
-1,mzspec:MSV000082612:peak/Pos_SI_mzXML/GIMap_P3_SI_Aq-Org_Mixed_G10.mzXML:scan:159,1,0.95,4,MSV000082612,NoID
-0.96,mzspec:MSV000082612:peak/Pos_SI_mzXML/GIMap_P3_SI_Aq-Org_Mixed_C11.mzXML:scan:147,1,0.95,4,MSV000082612,NoID
-0.99,mzspec:ST002051:Tz_Bz_Comp/0427_PP_Cysten_T1_2.mzML:scan:3641,1,0.95,2,ST002051,NoID
-0.99,mzspec:ST002051:Tz_Bz_Comp/0427_PP_Tachy_Tubes_T1_3.mzML:scan:5522,1,0.95,2,ST002051,NoID
-0.95,mzspec:MSV000090704:ccms_peak/200722_HP08_Batch1_HILIC_pos/200722_HP08_Batch1_HILIC_pos_SM3_YL44.mzML:scan:2874,1,0.95,3,MSV000090704,NoID
-0.99,mzspec:MSV000082612:peak/Pos_SI_mzXML/GIMap_P3_SI_Aq-Org_Mixed_H10.mzXML:scan:152,1,0.95,4,MSV000082612,NoID
-0.99,mzspec:ST002051:Tz_Bz_Comp/0427_PP_Cysten_T1_4.mzML:scan:3562,1,0.95,2,ST002051,NoID
0,mzspec:MSV000082069:ccms_peak/data_mzxml/Samples/G87337_RC10_01_26106.mzML:scan:73,1,0.95,3,MSV000082069,NoID
0,mzspec:MSV000084900:ccms_peak/Global_Foodomics_composite_data_2020/Italy_2018/MSV000082069_plate_1/G87337_RC10_01_26106.mzML:scan:73,1,0.95,3,MSV000084900,NoID
-0.98,mzspec:ST003210:Single cells vs Cell clusters/MDA-MB-453_QCs-NPC-02.mzML:scan:5211,1,0.95,2,ST003210,NoID
-0.99,mzspec:ST003483:Extracellular/d14-G2.mzXML:scan:3436,1,0.95,2,ST003483,NoID
0,mzspec:MSV000089491:ccms_peak/amidation mzXMLs/amidation_C4_0_BA3_01_63074.mzML:scan:140,1,0.95,4,MSV000089491,NoID
-0.99,mzspec:MSV000092754:peak/05082023-pos-philic-peaklist/pos_inf_non_9268_male_53_193_G_B2.mzXML:scan:2144,1,0.95,4,MSV000092754,NoID
-0.99,mzspec:MSV000092754:peak/05082023-pos-philic-peaklist/pos_inf_non_7101_Female_59_267_R_C1.mzXML:scan:2198,1,0.95,4,MSV000092754,NoID
-1,mzspec:ST003210:Single cells vs Cell clusters/MDA-MB-453_Single_cells-NPC-06.mzML:scan:5248,1,0.95,2,ST003210,NoID
-1,mzspec:ST003210:Single cells vs Cell clusters/MDA-MB-231_Cell_clusters-NPC-02.mzML:scan:5154,1,0.95,2,ST003210,NoID
-1,mzspec:ST003210:Single cells vs Cell clusters/MDA-MB-453_QCs-NPC-02.mzML:scan:5146,1,0.95,2,ST003210,NoID
-1,mzspec:ST003210:Single cells vs Cell clusters/MDA-MB-231_QCs-NPC-05.mzML:scan:5040,1,0.95,2,ST003210,NoID
-1,mzspec:ST003210:Single cells vs Cell clusters/MDA-MB-453_Single_cells-NPC-07.mzML:scan:5332,1,0.95,2,ST003210,NoID
-1,mzspec:ST003210:Single cells vs Cell clusters/MDA-MB-453_QCs-NPC-03.mzML:scan:5128,1,0.95,2,ST003210,NoID
-0.99,mzspec:MTBLS307:FILES/Urine_87_Top10_POS.mzXML:scan:4516,1,0.95,3,MTBLS307,NoID
0.01,mzspec:MSV000082074:ccms_peak/Samples/G79551_p14_h10_GB4_01_21640.mzML:scan:754,1,0.95,2,MSV000082074,NoID
0.01,mzspec:MSV000084734:ccms_peak/files/Animal_plant_beverage_subset/animal_small/files/G79551_p14_h10_GB4_01_21640.mzML:scan:754,1,0.95,2,MSV000084734,NoID
0.01,mzspec:MSV000085226:ccms_peak/qemistree_midi_data/G79551_p14_h10_GB4_01_21640.mzML:scan:754,1,0.95,2,MSV000085226,NoID
-1,mzspec:ST003210:Single cells vs Cell clusters/MDA-MB-231_Cell_clusters-NPC-08.mzML:scan:5204,1,0.95,2,ST003210,NoID
-1,mzspec:ST003210:Single cells vs Cell clusters/MDA-MB-231_Cell_clusters-NPC-09.mzML:scan:5193,1,0.95,2,ST003210,NoID
0.01,mzspec:MSV000084900:ccms_peak/Global_Foodomics_composite_data_2020/MSV000083010_core/G79551_p14_h10_GB4_01_21640.mzML:scan:754,1,0.95,2,MSV000084900,NoID
-0.99,mzspec:MSV000082971:ccms_peak/Urine19_Top10_POS.mzML:scan:4436,1,0.95,3,MSV000082971,NoID
0,mzspec:MSV000095423:peak/all_files_mzML/LC2_1to100/Reaction_mix_KV1-C4_LC2.mzML:scan:454,1,0.95,3,MSV000095423,NoID
-0.99,mzspec:MSV000082971:ccms_peak/Urine_Hypertension_fragm_study/POS/Pooled_Urine_5_posneg_b.mzML:scan:3226,1,0.95,3,MSV000082971,NoID
-0.99,mzspec:MSV000081022:ccms_peak/peaks/Urine_19_Top10_POS.mzXML:scan:4436,1,0.95,3,MSV000081022,NoID
-1,mzspec:ST003210:Single cells vs Cell clusters/MDA-MB-453_Cell_clusters-NPC-07.mzML:scan:5886,1,0.95,2,ST003210,NoID
-1,mzspec:ST003210:Single cells vs Cell clusters/MDA-MB-453_Single_cells-NPC-04.mzML:scan:5301,1,0.95,2,ST003210,NoID
-1,mzspec:ST003210:Single cells vs Cell clusters/MDA-MB-453_Single_cells-NPC-04.mzML:scan:5227,1,0.95,2,ST003210,NoID
-1,mzspec:ST003210:Single cells vs Cell clusters/MDA-MB-231_QCs-NPC-01.mzML:scan:5043,1,0.95,2,ST003210,NoID
